audit_order,id,dataset,claim_sha256,gold_label,predicted_link_count,predicted_links_json,annotator_a_gold_biomedical_mentions_json,annotator_b_gold_biomedical_mentions_json,final_gold_biomedical_mentions_json,annotator_a_gold_concept_links_json,annotator_b_gold_concept_links_json,final_gold_concept_links_json,annotator_a_incorrect_predicted_links_json,annotator_b_incorrect_predicted_links_json,final_incorrect_predicted_links_json,annotator_a_abbreviation_ambiguity,annotator_b_abbreviation_ambiguity,final_abbreviation_ambiguity,annotator_a_overall_linking_judgment,annotator_b_overall_linking_judgment,final_overall_linking_judgment,disagreement_fields
90,pubmedqa_18239988,pubmedqa,a5cff006d8269c81013f1841437244cb5a6c60a3e947685a74666b55862e4115,SUPPORT,0,[],"[""alcoholic steatohepatitis""]","[""nonalcoholic"",""alcoholic steatohepatitis""]","[""alcoholic steatohepatitis""]","[{""mention"":""alcoholic steatohepatitis"",""concept_id"":""UNRESOLVED"",""entity_type"":""Disease""}]","[{""mention"":""nonalcoholic"",""concept_id"":""UNRESOLVED"",""entity_type"":""Disease""},{""mention"":""alcoholic steatohepatitis"",""concept_id"":""UNRESOLVED"",""entity_type"":""Disease""}]","[{""mention"":""alcoholic steatohepatitis"",""concept_id"":""UNRESOLVED"",""entity_type"":""Disease""}]",[],[],[],NO,NO,NO,INCORRECT,INCORRECT,INCORRECT,gold_biomedical_mentions_json;gold_concept_links_json;missed_mentions_json
91,medfact_bench_139,scifact,f2e60793e11a6a5c733689815591ed4dee6abea2dcb13c086d3ec3df8439de66,UNCERTAIN,1,"[{""node_id"": ""Side Effect::C0020964"", ""name"": """", ""kind"": ""Side Effect"", ""matched_alias"": ""immune responses"", ""normalized_alias"": ""immune responses"", ""match_type"": ""alias_in_claim"", ""score"": 0.85, ""matched_alias_source"": ""umls:CHV"", ""external_id"": ""C0020964""}]","[""Immune responses"",""inflammatory Th17 cells"",""anti-inflammatory iTregs""]","[""Immune responses"",""inflammatory Th17 cells"",""anti-inflammatory iTregs""]","[""Immune responses"",""inflammatory Th17 cells"",""anti-inflammatory iTregs""]","[{""mention"":""Immune responses"",""concept_id"":""Side Effect::C0020964"",""entity_type"":""Biological Process""},{""mention"":""inflammatory Th17 cells"",""concept_id"":""UNRESOLVED"",""entity_type"":""Cell""},{""mention"":""anti-inflammatory iTregs"",""concept_id"":""UNRESOLVED"",""entity_type"":""Cell""}]","[{""mention"":""Immune responses"",""concept_id"":""Side Effect::C0020964"",""entity_type"":""Biological Process""},{""mention"":""inflammatory Th17 cells"",""concept_id"":""UNRESOLVED"",""entity_type"":""Cell""},{""mention"":""anti-inflammatory iTregs"",""concept_id"":""UNRESOLVED"",""entity_type"":""Cell""}]","[{""mention"":""Immune responses"",""concept_id"":""Side Effect::C0020964"",""entity_type"":""Biological Process""},{""mention"":""inflammatory Th17 cells"",""concept_id"":""UNRESOLVED"",""entity_type"":""Cell""},{""mention"":""anti-inflammatory iTregs"",""concept_id"":""UNRESOLVED"",""entity_type"":""Cell""}]",[],[],[],YES,NO,NO,PARTIAL,PARTIAL,PARTIAL,abbreviation_ambiguity
92,medfact_bench_23,scifact,c9b8f57f1d9f9439baf23ed5cc1370fe25998ed3822edea8460caeb7cdad525f,REFUTE,1,"[{""node_id"": ""Side Effect::C0003175"", ""name"": """", ""kind"": ""Side Effect"", ""matched_alias"": ""Anthrax"", ""normalized_alias"": ""anthrax"", ""match_type"": ""alias_in_claim"", ""score"": 0.85, ""matched_alias_source"": ""umls:ICD10"", ""external_id"": ""C0003175""}]","[""Anthrax spores""]","[""Anthrax spores""]","[""Anthrax spores""]","[{""mention"":""Anthrax spores"",""concept_id"":""UNRESOLVED"",""entity_type"":""Organism""}]","[{""mention"":""Anthrax spores"",""concept_id"":""UNRESOLVED"",""entity_type"":""Organism""}]","[{""mention"":""Anthrax spores"",""concept_id"":""UNRESOLVED"",""entity_type"":""Organism""}]","[{""node_id"":""Side Effect::C0003175"",""mention"":""Anthrax spores"",""reason"":""WRONG_CONCEPT""}]","[{""node_id"":""Side Effect::C0003175"",""mention"":""Anthrax spores"",""reason"":""WRONG_CONCEPT""}]","[{""node_id"":""Side Effect::C0003175"",""mention"":""Anthrax spores"",""reason"":""WRONG_CONCEPT""}]",NO,NO,NO,INCORRECT,INCORRECT,INCORRECT,
93,medfact_bench_105,scifact,2ef0573e981591cab2d6de41c42abafc4b96415866bc8770cda31a7ebe017a51,SUPPORT,1,"[{""node_id"": ""Gene::11200"", ""name"": """", ""kind"": ""Gene"", ""matched_alias"": ""RAD53"", ""normalized_alias"": ""rad53"", ""match_type"": ""alias_in_claim"", ""score"": 0.85, ""matched_alias_source"": ""hgnc:prev_symbol"", ""external_id"": ""HGNC:16627""}]","[""histones"",""Rad53"",""DNA""]","[""Free histones"",""Rad53"",""DNA has been replicated""]","[""Free histones"",""Rad53"",""DNA has been replicated"",""DNA""]","[{""mention"":""histones"",""concept_id"":""UNRESOLVED"",""entity_type"":""Gene""},{""mention"":""Rad53"",""concept_id"":""UNRESOLVED"",""entity_type"":""Gene""},{""mention"":""DNA"",""concept_id"":""UNRESOLVED"",""entity_type"":""Compound""}]","[{""mention"":""Free histones"",""concept_id"":""UNRESOLVED"",""entity_type"":""Protein""},{""mention"":""Rad53"",""concept_id"":""UNRESOLVED"",""entity_type"":""Gene""},{""mention"":""DNA has been replicated"",""concept_id"":""Biological Process::GO:0006260"",""entity_type"":""Biological Process""}]","[{""mention"":""Free histones"",""concept_id"":""UNRESOLVED"",""entity_type"":""Protein""},{""mention"":""Rad53"",""concept_id"":""UNRESOLVED"",""entity_type"":""Gene""},{""mention"":""DNA has been replicated"",""concept_id"":""Biological Process::GO:0006260"",""entity_type"":""Biological Process""},{""mention"":""DNA"",""concept_id"":""UNRESOLVED"",""entity_type"":""Compound""}]","[{""node_id"":""Gene::11200"",""mention"":""Rad53"",""reason"":""WRONG_CONCEPT""}]","[{""node_id"":""Gene::11200"",""mention"":""Rad53"",""reason"":""WRONG_CONCEPT""}]","[{""node_id"":""Gene::11200"",""mention"":""Rad53"",""reason"":""WRONG_CONCEPT""}]",NO,NO,NO,INCORRECT,INCORRECT,INCORRECT,gold_biomedical_mentions_json;gold_concept_links_json;missed_mentions_json
94,medfact_bench_173,scifact,96f93c78fa239f26b8c39b2b7a1564aeba94c2cced087549d17e1eb8d1db92e1,UNCERTAIN,1,"[{""node_id"": ""Anatomy::UBERON:0000473"", ""name"": ""testis"", ""kind"": ""Anatomy"", ""matched_alias"": ""testis"", ""normalized_alias"": ""testis"", ""match_type"": ""alias_in_claim"", ""score"": 0.85, ""matched_alias_source"": ""hetionet"", ""external_id"": """"}]","[""miR7a"",""testis""]","[""miR7a"",""Low expression of miR7a"",""testis""]","[""miR7a"",""Low expression of miR7a"",""testis""]","[{""mention"":""miR7a"",""concept_id"":""UNRESOLVED"",""entity_type"":""Gene""},{""mention"":""testis"",""concept_id"":""Anatomy::UBERON:0000473"",""entity_type"":""Anatomy""}]","[{""mention"":""miR7a"",""concept_id"":""UNRESOLVED"",""entity_type"":""Gene""},{""mention"":""Low expression of miR7a"",""concept_id"":""UNRESOLVED"",""entity_type"":""Biomarker""},{""mention"":""testis"",""concept_id"":""Anatomy::UBERON:0000473"",""entity_type"":""Anatomy""}]","[{""mention"":""miR7a"",""concept_id"":""UNRESOLVED"",""entity_type"":""Gene""},{""mention"":""Low expression of miR7a"",""concept_id"":""UNRESOLVED"",""entity_type"":""Biomarker""},{""mention"":""testis"",""concept_id"":""Anatomy::UBERON:0000473"",""entity_type"":""Anatomy""}]",[],[],[],YES,NO,NO,PARTIAL,PARTIAL,PARTIAL,gold_biomedical_mentions_json;gold_concept_links_json;missed_mentions_json;abbreviation_ambiguity
95,medfact_bench_189,scifact,2e7a0a4dacda017e74dfd205e3bd3e1ef2800e8cff0a37626e897d491f99df16,REFUTE,3,"[{""node_id"": ""PrimeKG::Disease::MONDO:4496"", ""name"": ""myocarditis"", ""kind"": ""Disease"", ""matched_alias"": ""myocarditis"", ""normalized_alias"": ""myocarditis"", ""match_type"": ""alias_in_claim"", ""score"": 0.85, ""matched_alias_source"": ""primekg"", ""external_id"": ""4496""}, {""node_id"": ""Side Effect::C0027059"", ""name"": """", ""kind"": ""Side Effect"", ""matched_alias"": ""Myocarditis"", ""normalized_alias"": ""myocarditis"", ""match_type"": ""alias_in_claim"", ""score"": 0.85, ""matched_alias_source"": ""umls:MSH"", ""external_id"": ""C0027059""}, {""node_id"": ""PrimeKG::Symptom::HPO:12819"", ""name"": ""Myocarditis"", ""kind"": ""Symptom"", ""matched_alias"": ""Myocarditis"", ""normalized_alias"": ""myocarditis"", ""match_type"": ""alias_in_claim"", ""score"": 0.85, ""matched_alias_source"": ""primekg"", ""external_id"": ""12819""}]","[""Mice"",""Interferon-γ"",""myocarditis""]","[""Mice"",""Interferon-γ"",""experimental autoimmune myocarditis""]","[""Mice"",""Interferon-γ"",""experimental autoimmune myocarditis""]","[{""mention"":""Mice"",""concept_id"":""UNRESOLVED"",""entity_type"":""Organism""},{""mention"":""Interferon-γ"",""concept_id"":""UNRESOLVED"",""entity_type"":""Gene""},{""mention"":""myocarditis"",""concept_id"":""PrimeKG::Disease::MONDO:4496"",""entity_type"":""Disease""}]","[{""mention"":""Mice"",""concept_id"":""Organism::NCBITaxon:10090"",""entity_type"":""Organism""},{""mention"":""Interferon-γ"",""concept_id"":""UNRESOLVED"",""entity_type"":""Protein""},{""mention"":""experimental autoimmune myocarditis"",""concept_id"":""UNRESOLVED"",""entity_type"":""Disease""}]","[{""mention"":""Mice"",""concept_id"":""Organism::NCBITaxon:10090"",""entity_type"":""Organism""},{""mention"":""Interferon-γ"",""concept_id"":""UNRESOLVED"",""entity_type"":""Protein""},{""mention"":""experimental autoimmune myocarditis"",""concept_id"":""UNRESOLVED"",""entity_type"":""Disease""}]",[],"[{""node_id"":""PrimeKG::Disease::MONDO:4496"",""mention"":""experimental autoimmune myocarditis"",""reason"":""UNDER_SPECIFIC""},{""node_id"":""Side Effect::C0027059"",""mention"":""experimental autoimmune myocarditis"",""reason"":""UNDER_SPECIFIC""},{""node_id"":""PrimeKG::Symptom::HPO:12819"",""mention"":""experimental autoimmune myocarditis"",""reason"":""UNDER_SPECIFIC""}]","[{""node_id"":""PrimeKG::Disease::MONDO:4496"",""mention"":""experimental autoimmune myocarditis"",""reason"":""UNDER_SPECIFIC""},{""node_id"":""Side Effect::C0027059"",""mention"":""experimental autoimmune myocarditis"",""reason"":""UNDER_SPECIFIC""},{""node_id"":""PrimeKG::Symptom::HPO:12819"",""mention"":""experimental autoimmune myocarditis"",""reason"":""UNDER_SPECIFIC""}]",NO,NO,NO,PARTIAL,INCORRECT,INCORRECT,gold_biomedical_mentions_json;gold_concept_links_json;missed_mentions_json;incorrect_predicted_links_json;overall_linking_judgment
96,medfact_bench_51,scifact,2a9b3f71602f31fa63bbc7a7ef3fc92b760872f072cd72459c0c0fb1a8eb22ee,REFUTE,5,"[{""node_id"": ""PrimeKG::Disease::MONDO:4992"", ""name"": ""cancer"", ""kind"": ""Disease"", ""matched_alias"": ""cancer"", ""normalized_alias"": ""cancer"", ""match_type"": ""alias_in_claim"", ""score"": 0.85, ""matched_alias_source"": ""primekg"", ""external_id"": ""4992""}, {""node_id"": ""Disease::DOID:1612"", ""name"": """", ""kind"": ""Disease"", ""matched_alias"": ""breast cancer"", ""normalized_alias"": ""breast cancer"", ""match_type"": ""alias_in_claim"", ""score"": 0.85, ""matched_alias_source"": ""mondo"", ""external_id"": ""http://purl.obolibrary.org/obo/MONDO_0007254""}, {""node_id"": ""PrimeKG::Disease::MONDO:7254"", ""name"": ""breast cancer"", ""kind"": ""Disease"", ""matched_alias"": ""breast cancer"", ""normalized_alias"": ""breast cancer"", ""match_type"": ""alias_in_claim"", ""score"": 0.85, ""matched_alias_source"": ""primekg"", ""external_id"": ""7254""}, {""node_id"": ""Side Effect::C0678222"", ""name"": """", ""kind"": ""Side Effect"", ""matched_alias"": ""Breast cancer"", ""normalized_alias"": ""breast cancer"", ""match_type"": ""alias_in_claim"", ""score"": 0.85, ""matched_alias_source"": ""umls:HPO"", ""external_id"": ""C0678222""}, {""node_id"": ""Side Effect::C0006142"", ""name"": ""Breast cancer"", ""kind"": ""Side Effect"", ""matched_alias"": ""Breast cancer"", ""normalized_alias"": ""breast cancer"", ""match_type"": ""alias_in_claim"", ""score"": 0.85, ""matched_alias_source"": ""hetionet"", ""external_id"": """"}]","[""Breast cancer""]","[""Breast cancer""]","[""Breast cancer""]","[{""mention"":""Breast cancer"",""concept_id"":""Disease::DOID:1612"",""entity_type"":""Disease""}]","[{""mention"":""Breast cancer"",""concept_id"":""Disease::DOID:1612"",""entity_type"":""Disease""}]","[{""mention"":""Breast cancer"",""concept_id"":""Disease::DOID:1612"",""entity_type"":""Disease""}]","[{""node_id"":""PrimeKG::Disease::MONDO:4992"",""mention"":""Breast cancer"",""reason"":""UNDER_SPECIFIC""}]","[{""node_id"":""PrimeKG::Disease::MONDO:4992"",""mention"":""Breast cancer"",""reason"":""UNDER_SPECIFIC""}]","[{""node_id"":""PrimeKG::Disease::MONDO:4992"",""mention"":""Breast cancer"",""reason"":""UNDER_SPECIFIC""}]",NO,NO,NO,PARTIAL,PARTIAL,PARTIAL,
97,medfact_bench_162,scifact,8141725203ba1257f273706eb2ff9255d80d5014e63e00932baa3470af50813c,UNCERTAIN,2,"[{""node_id"": ""Compound::DB00602"", ""name"": """", ""kind"": ""Compound"", ""matched_alias"": ""ivermectin"", ""normalized_alias"": ""ivermectin"", ""match_type"": ""alias_in_claim"", ""score"": 0.85, ""matched_alias_source"": ""umls:MTHSPL"", ""external_id"": ""C0022322""}, {""node_id"": ""PrimeKG::Disease::MONDO:16075"", ""name"": ""filariasis"", ""kind"": ""Disease"", ""matched_alias"": ""filariasis"", ""normalized_alias"": ""filariasis"", ""match_type"": ""alias_in_claim"", ""score"": 0.85, ""matched_alias_source"": ""primekg"", ""external_id"": ""16075""}]","[""Ivermectin"",""lymphatic filariasis""]","[""Ivermectin"",""lymphatic filariasis""]","[""Ivermectin"",""lymphatic filariasis""]","[{""mention"":""Ivermectin"",""concept_id"":""Compound::DB00602"",""entity_type"":""Compound""},{""mention"":""lymphatic filariasis"",""concept_id"":""UNRESOLVED"",""entity_type"":""Disease""}]","[{""mention"":""Ivermectin"",""concept_id"":""Compound::DB00602"",""entity_type"":""Compound""},{""mention"":""lymphatic filariasis"",""concept_id"":""UNRESOLVED"",""entity_type"":""Disease""}]","[{""mention"":""Ivermectin"",""concept_id"":""Compound::DB00602"",""entity_type"":""Compound""},{""mention"":""lymphatic filariasis"",""concept_id"":""UNRESOLVED"",""entity_type"":""Disease""}]","[{""node_id"":""PrimeKG::Disease::MONDO:16075"",""mention"":""lymphatic filariasis"",""reason"":""UNDER_SPECIFIC""}]","[{""node_id"":""PrimeKG::Disease::MONDO:16075"",""mention"":""lymphatic filariasis"",""reason"":""UNDER_SPECIFIC""}]","[{""node_id"":""PrimeKG::Disease::MONDO:16075"",""mention"":""lymphatic filariasis"",""reason"":""UNDER_SPECIFIC""}]",NO,NO,NO,PARTIAL,PARTIAL,PARTIAL,
98,medfact_bench_316,scifact,e36985c5a4b1c6e014bf48df04d48f0a011d9f1bca3e4154fbe5d787c3336bcf,REFUTE,3,"[{""node_id"": ""Anatomy::UBERON:0002385"", ""name"": """", ""kind"": ""Anatomy"", ""matched_alias"": ""Muscle"", ""normalized_alias"": ""muscle"", ""match_type"": ""alias_in_claim"", ""score"": 0.85, ""matched_alias_source"": ""umls:MSH"", ""external_id"": ""C0026845""}, {""node_id"": ""Side Effect::C0015663"", ""name"": """", ""kind"": ""Side Effect"", ""matched_alias"": ""Fast"", ""normalized_alias"": ""fast"", ""match_type"": ""alias_in_claim"", ""score"": 0.85, ""matched_alias_source"": ""umls:NCI"", ""external_id"": ""C0015663""}, {""node_id"": ""Side Effect::C0231530"", ""name"": """", ""kind"": ""Side Effect"", ""matched_alias"": ""Twitch"", ""normalized_alias"": ""twitch"", ""match_type"": ""alias_in_claim"", ""score"": 0.85, ""matched_alias_source"": ""umls:SNM"", ""external_id"": ""C0231530""}]","[""Tirasemtiv"",""fast-twitch muscle""]","[""Tirasemtiv"",""fast-twitch muscle""]","[""Tirasemtiv"",""fast-twitch muscle""]","[{""mention"":""Tirasemtiv"",""concept_id"":""UNRESOLVED"",""entity_type"":""Compound""},{""mention"":""fast-twitch muscle"",""concept_id"":""UNRESOLVED"",""entity_type"":""Anatomy""}]","[{""mention"":""Tirasemtiv"",""concept_id"":""UNRESOLVED"",""entity_type"":""Compound""},{""mention"":""fast-twitch muscle"",""concept_id"":""UNRESOLVED"",""entity_type"":""Anatomy""}]","[{""mention"":""Tirasemtiv"",""concept_id"":""UNRESOLVED"",""entity_type"":""Compound""},{""mention"":""fast-twitch muscle"",""concept_id"":""UNRESOLVED"",""entity_type"":""Anatomy""}]","[{""node_id"":""Anatomy::UBERON:0002385"",""mention"":""fast-twitch muscle"",""reason"":""UNDER_SPECIFIC""},{""node_id"":""Side Effect::C0015663"",""mention"":""fast-twitch muscle"",""reason"":""SPAN_ERROR""},{""node_id"":""Side Effect::C0231530"",""mention"":""fast-twitch muscle"",""reason"":""SPAN_ERROR""}]","[{""node_id"":""Anatomy::UBERON:0002385"",""mention"":""fast-twitch muscle"",""reason"":""UNDER_SPECIFIC""},{""node_id"":""Side Effect::C0015663"",""mention"":""fast-twitch muscle"",""reason"":""SPAN_ERROR""},{""node_id"":""Side Effect::C0231530"",""mention"":""fast-twitch muscle"",""reason"":""SPAN_ERROR""}]","[{""node_id"":""Anatomy::UBERON:0002385"",""mention"":""fast-twitch muscle"",""reason"":""UNDER_SPECIFIC""},{""node_id"":""Side Effect::C0015663"",""mention"":""fast-twitch muscle"",""reason"":""SPAN_ERROR""},{""node_id"":""Side Effect::C0231530"",""mention"":""fast-twitch muscle"",""reason"":""SPAN_ERROR""}]",NO,NO,NO,INCORRECT,INCORRECT,INCORRECT,
99,medfact_bench_0,scifact,1f2fcc021564497de2674fb06879f80c6f33b80adaa4e0a6ed0264ce2cb310a8,UNCERTAIN,0,[],"[""0-dimensional biomaterials""]","[""0-dimensional biomaterials""]","[""0-dimensional biomaterials""]","[{""mention"":""0-dimensional biomaterials"",""concept_id"":""UNRESOLVED"",""entity_type"":""Material""}]","[{""mention"":""0-dimensional biomaterials"",""concept_id"":""UNRESOLVED"",""entity_type"":""Material""}]","[{""mention"":""0-dimensional biomaterials"",""concept_id"":""UNRESOLVED"",""entity_type"":""Material""}]",[],[],[],NO,NO,NO,INCORRECT,INCORRECT,INCORRECT,
100,medfact_bench_216,scifact,8c6e0029144db00c95dbad301074ea503fb47a026fbf78e78cae4184984a6123,REFUTE,3,"[{""node_id"": ""Disease::DOID:9970"", ""name"": """", ""kind"": ""Disease"", ""matched_alias"": ""obesity"", ""normalized_alias"": ""obesity"", ""match_type"": ""alias_in_claim"", ""score"": 0.85, ""matched_alias_source"": ""mondo"", ""external_id"": ""http://purl.obolibrary.org/obo/MONDO_0011122""}, {""node_id"": ""Side Effect::C0028754"", ""name"": ""Obesity"", ""kind"": ""Side Effect"", ""matched_alias"": ""Obesity"", ""normalized_alias"": ""obesity"", ""match_type"": ""alias_in_claim"", ""score"": 0.85, ""matched_alias_source"": ""hetionet"", ""external_id"": """"}, {""node_id"": ""Symptom::D009765"", ""name"": ""Obesity"", ""kind"": ""Symptom"", ""matched_alias"": ""Obesity"", ""normalized_alias"": ""obesity"", ""match_type"": ""alias_in_claim"", ""score"": 0.85, ""matched_alias_source"": ""hetionet"", ""external_id"": """"}]","[""Obesity""]","[""Obesity""]","[""Obesity""]","[{""mention"":""Obesity"",""concept_id"":""Disease::DOID:9970"",""entity_type"":""Disease""}]","[{""mention"":""Obesity"",""concept_id"":""Disease::DOID:9970"",""entity_type"":""Disease""}]","[{""mention"":""Obesity"",""concept_id"":""Disease::DOID:9970"",""entity_type"":""Disease""}]",[],[],[],NO,NO,NO,CORRECT,CORRECT,CORRECT,
101,medfact_bench_172,scifact,e737d3bd851459984855d87e8d95b3b2bfdd35b0be850c432aac209104a6a459,UNCERTAIN,0,[],"[""miR7a"",""target genes"",""ovaries""]","[""miR7a"",""Low expression of miR7a"",""ovaries""]","[""miR7a"",""Low expression of miR7a"",""ovaries""]","[{""mention"":""miR7a"",""concept_id"":""UNRESOLVED"",""entity_type"":""Gene""},{""mention"":""target genes"",""concept_id"":""UNRESOLVED"",""entity_type"":""Gene""},{""mention"":""ovaries"",""concept_id"":""UNRESOLVED"",""entity_type"":""Anatomy""}]","[{""mention"":""miR7a"",""concept_id"":""UNRESOLVED"",""entity_type"":""Gene""},{""mention"":""Low expression of miR7a"",""concept_id"":""UNRESOLVED"",""entity_type"":""Biomarker""},{""mention"":""ovaries"",""concept_id"":""UNRESOLVED"",""entity_type"":""Anatomy""}]","[{""mention"":""miR7a"",""concept_id"":""UNRESOLVED"",""entity_type"":""Gene""},{""mention"":""Low expression of miR7a"",""concept_id"":""UNRESOLVED"",""entity_type"":""Biomarker""},{""mention"":""ovaries"",""concept_id"":""UNRESOLVED"",""entity_type"":""Anatomy""}]",[],[],[],YES,NO,NO,INCORRECT,INCORRECT,INCORRECT,gold_biomedical_mentions_json;gold_concept_links_json;missed_mentions_json;abbreviation_ambiguity
102,medfact_bench_163,scifact,c6c76eb1623b50102b332d67f0e551d0fc575d1b174c7f90ef520864c2264655,UNCERTAIN,2,"[{""node_id"": ""Compound::DB00602"", ""name"": ""Ivermectin"", ""kind"": ""Compound"", ""matched_alias"": ""Ivermectin"", ""normalized_alias"": ""ivermectin"", ""match_type"": ""alias_in_claim"", ""score"": 0.85, ""matched_alias_source"": ""hetionet"", ""external_id"": """"}, {""node_id"": ""PrimeKG::Disease::MONDO:17137"", ""name"": ""onchocerciasis"", ""kind"": ""Disease"", ""matched_alias"": ""onchocerciasis"", ""normalized_alias"": ""onchocerciasis"", ""match_type"": ""alias_in_claim"", ""score"": 0.85, ""matched_alias_source"": ""primekg"", ""external_id"": ""17137""}]","[""Ivermectin"",""onchocerciasis""]","[""Ivermectin"",""onchocerciasis""]","[""Ivermectin"",""onchocerciasis""]","[{""mention"":""Ivermectin"",""concept_id"":""Compound::DB00602"",""entity_type"":""Compound""},{""mention"":""onchocerciasis"",""concept_id"":""PrimeKG::Disease::MONDO:17137"",""entity_type"":""Disease""}]","[{""mention"":""Ivermectin"",""concept_id"":""Compound::DB00602"",""entity_type"":""Compound""},{""mention"":""onchocerciasis"",""concept_id"":""PrimeKG::Disease::MONDO:17137"",""entity_type"":""Disease""}]","[{""mention"":""Ivermectin"",""concept_id"":""Compound::DB00602"",""entity_type"":""Compound""},{""mention"":""onchocerciasis"",""concept_id"":""PrimeKG::Disease::MONDO:17137"",""entity_type"":""Disease""}]",[],[],[],NO,NO,NO,CORRECT,CORRECT,CORRECT,
103,medfact_bench_13,scifact,22f4fcc500e9a39746c753e114898cb60045221fc94b0392162c9d664d4a5bcb,SUPPORT,1,"[{""node_id"": ""Gene::4137"", ""name"": """", ""kind"": ""Gene"", ""matched_alias"": ""tau"", ""normalized_alias"": ""tau"", ""match_type"": ""alias_in_claim"", ""score"": 0.85, ""matched_alias_source"": ""hgnc:alias_symbol"", ""external_id"": ""HGNC:6893""}]","[""APOE4"",""iPSC-derived neurons"",""AlphaBeta"",""tau"",""tau phosphorylation"",""GABA neuron degeneration""]","[""APOE4"",""iPSC-derived neurons"",""AlphaBeta"",""tau phosphorylation"",""GABA neuron degeneration""]","[""APOE4"",""iPSC-derived neurons"",""AlphaBeta"",""tau phosphorylation"",""tau"",""GABA neuron degeneration""]","[{""mention"":""APOE4"",""concept_id"":""UNRESOLVED"",""entity_type"":""Gene""},{""mention"":""iPSC-derived neurons"",""concept_id"":""UNRESOLVED"",""entity_type"":""Cell""},{""mention"":""AlphaBeta"",""concept_id"":""UNRESOLVED"",""entity_type"":""Gene""},{""mention"":""tau"",""concept_id"":""Gene::4137"",""entity_type"":""Gene""},{""mention"":""tau phosphorylation"",""concept_id"":""UNRESOLVED"",""entity_type"":""Biological Process""},{""mention"":""GABA neuron degeneration"",""concept_id"":""UNRESOLVED"",""entity_type"":""Biological Process""}]","[{""mention"":""APOE4"",""concept_id"":""UNRESOLVED"",""entity_type"":""Genetic Variant""},{""mention"":""iPSC-derived neurons"",""concept_id"":""UNRESOLVED"",""entity_type"":""Cell""},{""mention"":""AlphaBeta"",""concept_id"":""UNRESOLVED"",""entity_type"":""Protein""},{""mention"":""tau phosphorylation"",""concept_id"":""UNRESOLVED"",""entity_type"":""Biological Process""},{""mention"":""GABA neuron degeneration"",""concept_id"":""UNRESOLVED"",""entity_type"":""Biological Process""}]","[{""mention"":""APOE4"",""concept_id"":""UNRESOLVED"",""entity_type"":""Genetic Variant""},{""mention"":""iPSC-derived neurons"",""concept_id"":""UNRESOLVED"",""entity_type"":""Cell""},{""mention"":""AlphaBeta"",""concept_id"":""UNRESOLVED"",""entity_type"":""Protein""},{""mention"":""tau phosphorylation"",""concept_id"":""UNRESOLVED"",""entity_type"":""Biological Process""},{""mention"":""tau"",""concept_id"":""Gene::4137"",""entity_type"":""Protein""},{""mention"":""GABA neuron degeneration"",""concept_id"":""UNRESOLVED"",""entity_type"":""Biological Process""}]",[],"[{""node_id"":""Gene::4137"",""mention"":""tau phosphorylation"",""reason"":""WRONG_TYPE""}]",[],NO,NO,NO,PARTIAL,INCORRECT,PARTIAL,gold_biomedical_mentions_json;gold_concept_links_json;incorrect_predicted_links_json;overall_linking_judgment
104,medfact_bench_166,scifact,cfcc0d53b231c48c0b2fc6b6cd6674d67fbc68c0da8fe0d688e749f99e74e089,UNCERTAIN,0,[],"[""Schimmelpenning-Feuerstein-Mims syndrome (SFM)"",""plasma lactate""]","[""Schimmelpenning-Feuerstein-Mims syndrome (SFM)"",""plasma lactate""]","[""Schimmelpenning-Feuerstein-Mims syndrome (SFM)"",""plasma lactate""]","[{""mention"":""Schimmelpenning-Feuerstein-Mims syndrome (SFM)"",""concept_id"":""UNRESOLVED"",""entity_type"":""Disease""},{""mention"":""plasma lactate"",""concept_id"":""UNRESOLVED"",""entity_type"":""Biomarker""}]","[{""mention"":""Schimmelpenning-Feuerstein-Mims syndrome (SFM)"",""concept_id"":""UNRESOLVED"",""entity_type"":""Disease""},{""mention"":""plasma lactate"",""concept_id"":""UNRESOLVED"",""entity_type"":""Biomarker""}]","[{""mention"":""Schimmelpenning-Feuerstein-Mims syndrome (SFM)"",""concept_id"":""UNRESOLVED"",""entity_type"":""Disease""},{""mention"":""plasma lactate"",""concept_id"":""UNRESOLVED"",""entity_type"":""Biomarker""}]",[],[],[],NO,NO,NO,INCORRECT,INCORRECT,INCORRECT,
